ScrapingDate,ProductID,DiscountPercentage,SellingPrice,IsPromotional,UnitsSold
2026-03-26,P1024,0.1215,21705.03,0,0
2026-03-27,P1024,0.1417,21205.85,0,0
2026-03-28,P1024,0.1031,22159.88,0,0
2026-03-29,P1024,0.1528,20930.91,0,0
2026-03-30,P1024,0.1377,21305.9,0,0
2026-03-31,P1024,0.1464,21090.48,0,1
2026-04-01,P1024,0.1295,21508.37,0,1
2026-04-02,P1024,0.1156,21851.92,0,1
2026-04-03,P1024,0.1585,20790.41,0,0
2026-04-04,P1024,0.1107,21972.32,0,0
2026-04-05,P1024,0.1397,21255.4,0,0
2026-04-06,P1024,0.1501,20998.73,0,0
2026-04-07,P1024,0.122,21692.73,0,0
2026-04-08,P1024,0.1465,21087.8,0,0
2026-04-09,P1024,0.1279,21546.07,0,0
2026-04-10,P1024,0.1471,21072.19,0,0
2026-04-11,P1024,0.174,20406.9,0,0
2026-04-12,P1024,0.158,20802.79,0,0
2026-04-13,P1024,0.1262,21590.24,0,0
2026-04-14,P1024,0.1273,21561.14,0,0
2026-04-15,P1024,0.1506,20985.94,0,0
2026-04-16,P1024,0.1333,21412.5,0,0
2026-04-17,P1024,0.1439,21152.93,0,0
2026-04-18,P1024,0.1341,21393.23,0,0
2026-04-19,P1024,0.1388,21278.22,0,0
2026-04-20,P1024,0.1339,21399.59,0,0
2026-04-21,P1024,0.1426,21184.39,0,0
2026-04-22,P1024,0.151,20976.81,0,1
2026-04-23,P1024,0.1269,21571.09,0,0
2026-04-24,P1024,0.1277,21551.19,0,2
2026-04-25,P1024,0.1297,21502.68,0,0
2026-04-26,P1024,0.1243,21635.71,0,1
2026-04-27,P1024,0.1146,21875.31,0,0
2026-04-28,P1024,0.126,21594.77,0,0
2026-04-29,P1024,0.107,22064.25,0,0
2026-04-30,P1024,0.1402,21241.97,0,0
2026-05-01,P1024,0.1382,21293.31,0,1
2026-05-02,P1024,0.1302,21491.08,0,1
2026-05-03,P1024,0.1406,21232.6,0,2
2026-05-04,P1024,0.1439,21151.92,0,0
2026-05-05,P1024,0.1211,21714.75,0,0
2026-05-06,P1024,0.1653,20623.37,0,0
2026-05-07,P1024,0.1557,20859.72,0,0
2026-05-08,P1024,0.1555,20866.36,0,0
2026-05-09,P1024,0.1066,22073.92,0,0
2026-05-10,P1024,0.1496,21011.35,0,0
2026-05-11,P1024,0.1518,20956.84,0,0
2026-05-12,P1024,0.1232,21664.17,0,0
2026-05-13,P1024,0.1336,21405.11,0,0
2026-05-14,P1024,0.1271,21567.31,0,0
2026-05-15,P1024,0.1471,21073.9,0,0
2026-05-16,P1024,0.1679,20558.9,0,0
2026-05-17,P1024,0.1173,21809.69,0,0
2026-05-18,P1024,0.1149,21868.35,0,0
2026-05-19,P1024,0.1422,21193.98,0,0
2026-05-20,P1024,0.1187,21773.22,0,0
2026-05-21,P1024,0.1459,21101.31,0,0
2026-05-22,P1024,0.1289,21522.44,0,0
2026-05-23,P1024,0.1411,21220.82,0,0
2026-05-24,P1024,0.1481,21047.56,0,0
2026-05-25,P1024,0.1373,21314.11,0,1
2026-05-26,P1024,0.1462,21095.55,0,1
2026-05-27,P1024,0.1169,21817.91,0,0
2026-05-28,P1024,0.1372,21317.83,0,0
2026-05-29,P1024,0.1177,21799.91,0,0
2026-05-30,P1024,0.3514,16024.62,1,0
2026-05-31,P1024,0.2702,18031.06,1,0
2026-06-01,P1024,0.3782,15363.92,1,1
2026-06-02,P1024,0.2054,19632.34,1,0
2026-06-03,P1024,0.2631,18207.47,1,1
2026-06-04,P1024,0.4378,13891.05,1,0
2026-06-05,P1024,0.3735,15478.98,1,0
2026-06-06,P1024,0.41,14577.47,1,0
2026-06-07,P1024,0.2601,18280.67,1,0
2026-06-08,P1024,0.2758,17892.3,1,0
2026-06-09,P1024,0.3463,16150.32,1,0
2026-06-10,P1024,0.2654,18149.16,1,0
2026-06-11,P1024,0.407,14650.87,1,0
2026-06-12,P1024,0.3489,16087.85,1,0
2026-06-13,P1024,0.4527,13522.7,1,0
2026-06-14,P1024,0.2904,17532.84,1,3
2026-06-15,P1024,0.102,22187.42,0,0
2026-06-16,P1024,0.1452,21118.82,0,0
2026-06-17,P1024,0.1306,21480.71,0,0
2026-06-18,P1024,0.1473,21067.24,0,0
2026-06-19,P1024,0.1382,21292.53,0,0
2026-06-20,P1024,0.1342,21391.08,0,0
2026-06-21,P1024,0.1449,21126.53,0,0
2026-06-22,P1024,0.1494,21014.73,0,0
2026-06-23,P1024,0.1519,20953.67,0,0
2026-06-24,P1024,0.1508,20980.14,0,0
2026-06-25,P1024,0.1468,21080.34,0,0
2026-06-26,P1024,0.1259,21596.21,0,1
2026-06-27,P1024,0.1372,21317.13,0,0
2026-06-28,P1024,0.1316,21456.14,0,0
2026-06-29,P1024,0.1225,21681.39,0,0
2026-06-30,P1024,0.1113,21958.38,0,0
2026-07-01,P1024,0.1407,21229.92,0,0
2026-07-02,P1024,0.1212,21713.68,0,0
2026-07-03,P1024,0.1383,21290.41,0,1
2026-07-04,P1024,0.1237,21651.33,0,0
2026-07-05,P1024,0.1379,21301.02,0,0
2026-07-06,P1024,0.1617,20712.39,0,0
2026-07-07,P1024,0.1149,21867.27,0,0
2026-07-08,P1024,0.1142,21884.75,0,0
2026-07-09,P1024,0.1156,21851.18,0,0
2026-07-10,P1024,0.1535,20913.5,0,0
2026-07-11,P1024,0.1245,21630.64,0,0
2026-07-12,P1024,0.1294,21509.34,0,0
2026-07-13,P1024,0.1166,21826.84,0,2
2026-07-14,P1024,0.1286,21529.5,0,0
2026-03-17,P1025,0.0643,40201.63,0,0
2026-03-18,P1025,0.0799,39531.91,0,1
2026-03-19,P1025,0.0695,39979.71,0,0
2026-03-20,P1025,0.0882,39177.67,0,0
2026-03-21,P1025,0.0714,39900.63,0,0
2026-03-22,P1025,0.0614,40329.21,0,0
2026-03-23,P1025,0.083,39401.56,0,0
2026-03-24,P1025,0.0642,40206.21,0,0
2026-03-25,P1025,0.079,39573.42,0,0
2026-03-26,P1025,0.0938,38935.0,0,0
2026-03-27,P1025,0.0739,39793.24,0,0
2026-03-28,P1025,0.0677,40057.27,0,0
2026-03-29,P1025,0.0947,38899.54,0,0
2026-03-30,P1025,0.076,39700.84,0,0
2026-03-31,P1025,0.0671,40084.49,0,0
2026-04-01,P1025,0.2961,30245.15,1,0
2026-04-02,P1025,0.2062,34108.73,1,0
2026-04-03,P1025,0.3187,29273.75,1,0
2026-04-04,P1025,0.2587,31849.2,1,0
2026-04-05,P1025,0.2249,33304.37,1,0
2026-04-06,P1025,0.3258,28966.85,1,1
2026-04-07,P1025,0.079,39573.16,0,0
2026-04-08,P1025,0.0926,38987.09,0,0
2026-04-09,P1025,0.0869,39233.82,0,0
2026-04-10,P1025,0.0472,40939.87,0,0
2026-04-11,P1025,0.0819,39447.94,0,0
2026-04-12,P1025,0.0659,40134.07,0,1
2026-04-13,P1025,0.0792,39565.05,0,0
2026-04-14,P1025,0.0674,40071.03,0,0
2026-04-15,P1025,0.0702,39949.69,0,0
2026-04-16,P1025,0.0781,39612.4,0,0
2026-04-17,P1025,0.0782,39608.11,0,0
2026-04-18,P1025,0.0369,41379.77,0,0
2026-04-19,P1025,0.0981,38752.84,0,0
2026-04-20,P1025,0.0673,40074.28,0,0
2026-04-21,P1025,0.0911,39050.42,0,0
2026-04-22,P1025,0.0959,38845.57,0,0
2026-04-23,P1025,0.0832,39392.35,0,0
2026-04-24,P1025,0.0707,39927.5,0,0
2026-04-25,P1025,0.0862,39260.65,0,0
2026-04-26,P1025,0.0713,39901.4,0,0
2026-04-27,P1025,0.0616,40320.97,0,2
2026-04-28,P1025,0.0879,39190.53,0,0
2026-04-29,P1025,0.0796,39546.44,0,0
2026-04-30,P1025,0.0998,38679.22,0,1
2026-05-01,P1025,0.0831,39394.12,0,1
2026-05-02,P1025,0.0802,39521.39,0,1
2026-05-03,P1025,0.0959,38847.02,0,1
2026-05-04,P1025,0.086,39272.01,0,0
2026-05-05,P1025,0.086,39272.48,0,1
2026-05-06,P1025,0.0868,39236.76,0,0
2026-05-07,P1025,0.0822,39435.15,0,1
2026-05-08,P1025,0.0806,39504.59,0,0
2026-05-09,P1025,0.0679,40050.7,0,0
2026-05-10,P1025,0.0557,40572.34,0,0
2026-05-11,P1025,0.097,38796.57,0,1
2026-05-12,P1025,0.0788,39579.78,0,0
2026-05-13,P1025,0.0713,39901.19,0,0
2026-05-14,P1025,0.0876,39204.37,0,0
2026-05-15,P1025,0.0947,38895.83,0,0
2026-05-16,P1025,0.08,39528.58,0,0
2026-05-17,P1025,0.0782,39606.01,0,2
2026-05-18,P1025,0.0778,39624.12,0,0
2026-05-19,P1025,0.0645,40194.64,0,0
2026-05-20,P1025,0.082,39444.98,0,0
2026-05-21,P1025,0.0647,40187.56,0,0
2026-05-22,P1025,0.068,40043.46,0,0
2026-05-23,P1025,0.0608,40353.48,0,0
2026-05-24,P1025,0.0568,40527.13,0,1
2026-05-25,P1025,0.0743,39774.35,0,0
2026-05-26,P1025,0.0707,39930.59,0,0
2026-05-27,P1025,0.0788,39582.7,0,0
2026-05-28,P1025,0.0793,39557.52,0,1
2026-05-29,P1025,0.0766,39675.51,0,0
2026-05-30,P1025,0.0539,40650.78,0,0
2026-05-31,P1025,0.2888,30557.14,1,0
2026-06-01,P1025,0.2204,33497.29,1,1
2026-06-02,P1025,0.2294,33111.93,1,0
2026-06-03,P1025,0.2907,30478.19,1,0
2026-06-04,P1025,0.2892,30541.54,1,0
2026-06-05,P1025,0.2768,31074.53,1,0
2026-06-06,P1025,0.3737,26911.77,1,1
2026-06-07,P1025,0.2653,31566.86,1,0
2026-06-08,P1025,0.0924,38996.28,0,0
2026-06-09,P1025,0.0832,39390.43,0,0
2026-06-10,P1025,0.0767,39673.0,0,0
2026-06-11,P1025,0.0772,39648.06,0,0
2026-06-12,P1025,0.0633,40245.06,0,0
2026-06-13,P1025,0.0853,39300.94,0,0
2026-06-14,P1025,0.042,41162.25,0,0
2026-06-15,P1025,0.0439,41078.48,0,0
2026-06-16,P1025,0.0875,39207.27,0,1
2026-06-17,P1025,0.0608,40355.28,0,0
2026-06-18,P1025,0.0774,39641.69,0,1
2026-06-19,P1025,0.087,39227.14,0,0
2026-06-20,P1025,0.0621,40297.49,0,0
2026-06-21,P1025,0.0772,39650.65,0,0
2026-06-22,P1025,0.0836,39375.6,0,0
2026-06-23,P1025,0.1008,38636.08,0,0
2026-06-24,P1025,0.0931,38965.15,0,0
2026-06-25,P1025,0.0778,39622.08,0,0
2026-06-26,P1025,0.0894,39123.17,0,0
2026-06-27,P1025,0.07,39957.76,0,0
2026-06-28,P1025,0.0773,39644.6,0,0
2026-06-29,P1025,0.0887,39155.51,0,0
2026-06-30,P1025,0.0983,38744.11,0,0
2026-07-01,P1025,0.0595,40410.7,0,1
2026-07-02,P1025,0.097,38800.54,0,0
2026-07-03,P1025,0.0767,39672.45,0,0
2026-07-04,P1025,0.0694,39986.57,0,0
2026-07-05,P1025,0.0829,39405.67,0,0
2026-07-06,P1025,0.0829,39403.67,0,0
2026-07-07,P1025,0.0854,39298.06,0,1
2026-07-08,P1025,0.0842,39349.54,0,0
2026-07-09,P1025,0.0695,39981.1,0,0
2026-07-10,P1025,0.0742,39776.52,0,0
2026-07-11,P1025,0.0667,40099.16,0,0
2026-07-12,P1025,0.0708,39923.7,0,0
2026-07-13,P1025,0.0641,40213.13,0,0
2026-07-14,P1025,0.0723,39859.95,0,1
2026-03-17,P1026,0.0303,39852.46,0,0
2026-03-18,P1026,0.0173,40386.59,0,0
2026-03-19,P1026,0.0383,39524.5,0,0
2026-03-20,P1026,0.0475,39146.18,0,0
2026-03-21,P1026,0.0357,39629.71,0,0
2026-03-22,P1026,0.0554,38819.22,0,0
2026-03-23,P1026,0.0434,39315.8,0,0
2026-03-24,P1026,0.0307,39837.37,0,0
2026-03-25,P1026,0.0538,38887.43,0,0
2026-03-26,P1026,0.0485,39105.54,0,1
2026-03-27,P1026,0.0388,39502.8,0,0
2026-03-28,P1026,0.0713,38166.42,0,0
2026-03-29,P1026,0.0484,39110.01,0,0
2026-03-30,P1026,0.0452,39242.19,0,0
2026-03-31,P1026,0.0609,38595.23,0,0
2026-04-01,P1026,0.0316,39798.99,0,0
2026-04-02,P1026,0.0391,39491.53,0,0
2026-04-03,P1026,0.0472,39157.37,0,0
2026-04-04,P1026,0.0533,38905.35,0,0
2026-04-05,P1026,0.0591,38669.94,0,1
2026-04-06,P1026,0.0598,38639.24,0,1
2026-04-07,P1026,0.0377,39546.37,0,0
2026-04-08,P1026,0.0331,39738.03,0,0
2026-04-09,P1026,0.0293,39893.97,0,0
2026-04-10,P1026,0.0448,39257.14,0,0
2026-04-11,P1026,0.0446,39264.66,0,0
2026-04-12,P1026,0.026,40027.98,0,0
2026-04-13,P1026,0.0367,39589.97,0,0
2026-04-14,P1026,0.0476,39140.17,0,0
2026-04-15,P1026,0.0373,39566.62,0,0
2026-04-16,P1026,0.0348,39666.28,0,0
2026-04-17,P1026,0.0678,38311.29,0,0
2026-04-18,P1026,0.0254,40055.21,0,0
2026-04-19,P1026,0.0478,39133.17,0,0
2026-04-20,P1026,0.0512,38994.06,0,0
2026-04-21,P1026,0.0367,39590.4,0,0
2026-04-22,P1026,0.047,39164.87,0,0
2026-04-23,P1026,0.0473,39153.66,0,0
2026-04-24,P1026,0.0352,39653.01,0,0
2026-04-25,P1026,0.049,39083.3,0,0
2026-04-26,P1026,0.0494,39068.43,0,1
2026-04-27,P1026,0.0471,39160.88,0,0
2026-04-28,P1026,0.0611,38587.14,0,0
2026-04-29,P1026,0.0428,39339.48,0,0
2026-04-30,P1026,0.0325,39763.14,0,1
2026-05-01,P1026,0.02,40277.56,0,0
2026-05-02,P1026,0.037,39578.91,0,0
2026-05-03,P1026,0.0459,39209.86,0,0
2026-05-04,P1026,0.0468,39175.76,0,0
2026-05-05,P1026,0.0452,39240.5,0,0
2026-05-06,P1026,0.0428,39337.29,0,0
2026-05-07,P1026,0.0289,39908.09,0,0
2026-05-08,P1026,0.0431,39326.66,0,1
2026-05-09,P1026,0.0267,40000.8,0,0
2026-05-10,P1026,0.0328,39748.27,0,0
2026-05-11,P1026,0.0382,39526.83,0,0
2026-05-12,P1026,0.0502,39035.57,0,0
2026-05-13,P1026,0.2901,29175.66,1,0
2026-05-14,P1026,0.2584,30476.09,1,1
2026-05-15,P1026,0.2747,29808.89,1,0
2026-05-16,P1026,0.3014,28710.69,1,0
2026-05-17,P1026,0.0367,39588.69,0,0
2026-05-18,P1026,0.0484,39109.49,0,0
2026-05-19,P1026,0.0344,39684.41,0,1
2026-05-20,P1026,0.0595,38650.55,0,0
2026-05-21,P1026,0.0139,40528.15,0,0
2026-05-22,P1026,0.0189,40320.12,0,1
2026-05-23,P1026,0.0279,39949.43,0,0
2026-05-24,P1026,0.0338,39707.07,0,1
2026-05-25,P1026,0.0283,39935.93,0,0
2026-05-26,P1026,0.026,40027.71,0,0
2026-05-27,P1026,0.0456,39221.83,0,0
2026-05-28,P1026,0.0194,40300.34,0,1
2026-05-29,P1026,0.0272,39980.34,0,0
2026-05-30,P1026,0.0471,39160.45,0,0
2026-05-31,P1026,0.0436,39306.72,0,0
2026-06-01,P1026,0.0648,38432.82,0,1
2026-06-02,P1026,0.0741,38051.64,0,0
2026-06-03,P1026,0.0295,39883.48,0,0
2026-06-04,P1026,0.0321,39777.37,0,0
2026-06-05,P1026,0.0503,39029.69,0,0
2026-06-06,P1026,0.0364,39601.11,0,1
2026-06-07,P1026,0.0434,39314.55,0,0
2026-06-08,P1026,0.0335,39721.35,0,0
2026-06-09,P1026,0.0455,39228.51,0,0
2026-06-10,P1026,0.0639,38472.36,0,0
2026-06-11,P1026,0.0323,39771.25,0,0
2026-06-12,P1026,0.0591,38670.88,0,0
2026-06-13,P1026,0.0641,38462.82,0,0
2026-06-14,P1026,0.0409,39417.02,0,1
2026-06-15,P1026,0.0532,38911.69,0,2
2026-06-16,P1026,0.0318,39791.03,0,0
2026-06-17,P1026,0.0418,39380.78,0,0
2026-06-18,P1026,0.0238,40120.37,0,1
2026-06-19,P1026,0.0462,39199.65,0,0
2026-06-20,P1026,0.0369,39582.99,0,0
2026-06-21,P1026,0.0486,39098.44,0,0
2026-06-22,P1026,0.0432,39320.82,0,1
2026-06-23,P1026,0.0635,38487.07,0,0
2026-06-24,P1026,0.0476,39139.97,0,1
2026-06-25,P1026,0.0349,39663.09,0,1
2026-06-26,P1026,0.052,38961.93,0,0
2026-06-27,P1026,0.0651,38420.58,0,0
2026-06-28,P1026,0.0351,39656.52,0,1
2026-06-29,P1026,0.0398,39462.84,0,0
2026-06-30,P1026,0.0407,39425.13,0,0
2026-07-01,P1026,0.0658,38391.67,0,0
2026-07-02,P1026,0.0353,39646.68,0,2
2026-07-03,P1026,0.0581,38711.78,0,0
2026-07-04,P1026,0.0296,39883.13,0,0
2026-07-05,P1026,0.0186,40332.55,0,0
2026-07-06,P1026,0.0456,39225.12,0,0
2026-07-07,P1026,0.0319,39784.72,0,0
2026-07-08,P1026,0.0661,38381.75,0,0
2026-07-09,P1026,0.0367,39591.31,0,1
2026-07-10,P1026,0.047,39165.48,0,0
2026-07-11,P1026,0.0431,39328.03,0,0
2026-07-12,P1026,0.0347,39670.08,0,0
2026-07-13,P1026,0.0217,40206.33,0,1
2026-07-14,P1026,0.0376,39551.55,0,0
2026-03-17,P1027,0.1136,4951.87,0,1
2026-03-18,P1027,0.1111,4965.72,0,0
2026-03-19,P1027,0.1026,5013.39,0,0
2026-03-20,P1027,0.1188,4922.97,0,2
2026-03-21,P1027,0.1008,5023.44,0,0
2026-03-22,P1027,0.1291,4865.49,0,0
2026-03-23,P1027,0.1078,4984.27,0,0
2026-03-24,P1027,0.128,4871.71,0,1
2026-03-25,P1027,0.1294,4863.88,0,0
2026-03-26,P1027,0.108,4983.08,0,1
2026-03-27,P1027,0.1358,4827.7,0,0
2026-03-28,P1027,0.1325,4846.08,0,0
2026-03-29,P1027,0.1055,4996.97,0,0
2026-03-30,P1027,0.1329,4843.93,0,2
2026-03-31,P1027,0.1068,4989.91,0,1
2026-04-01,P1027,0.1283,4869.9,0,0
2026-04-02,P1027,0.1395,4807.19,0,0
2026-04-03,P1027,0.1399,4804.78,0,1
2026-04-04,P1027,0.083,5122.9,0,1
2026-04-05,P1027,0.1213,4909.1,0,1
2026-04-06,P1027,0.1033,5009.18,0,1
2026-04-07,P1027,0.0824,5126.1,0,0
2026-04-08,P1027,0.1204,4914.0,0,0
2026-04-09,P1027,0.1242,4892.56,0,1
2026-04-10,P1027,0.1349,4832.66,0,0
2026-04-11,P1027,0.1266,4879.15,0,0
2026-04-12,P1027,0.108,4982.98,0,0
2026-04-13,P1027,0.1275,4874.01,0,1
2026-04-14,P1027,0.1073,4987.12,0,1
2026-04-15,P1027,0.1227,4901.18,0,1
2026-04-16,P1027,0.1578,4704.84,0,1
2026-04-17,P1027,0.118,4927.18,0,0
2026-04-18,P1027,0.0947,5057.4,0,0
2026-04-19,P1027,0.1553,4718.88,0,0
2026-04-20,P1027,0.1206,4912.92,0,1
2026-04-21,P1027,0.1351,4831.64,0,1
2026-04-22,P1027,0.1476,4761.96,0,2
2026-04-23,P1027,0.1417,4794.9,0,0
2026-04-24,P1027,0.1273,4875.49,0,0
2026-04-25,P1027,0.135,4832.29,0,0
2026-04-26,P1027,0.1332,4842.65,0,0
2026-04-27,P1027,0.2556,4158.7,1,1
2026-04-28,P1027,0.2654,4103.92,1,1
2026-04-29,P1027,0.1924,4511.61,1,2
2026-04-30,P1027,0.2514,4182.08,1,0
2026-05-01,P1027,0.3693,3523.19,1,3
2026-05-02,P1027,0.3553,3601.62,1,1
2026-05-03,P1027,0.1078,4984.16,0,2
2026-05-04,P1027,0.1361,4826.17,0,1
2026-05-05,P1027,0.1349,4832.96,0,0
2026-05-06,P1027,0.1414,4796.39,0,1
2026-05-07,P1027,0.1185,4924.75,0,0
2026-05-08,P1027,0.14,4804.44,0,0
2026-05-09,P1027,0.1383,4813.78,0,1
2026-05-10,P1027,0.1051,4999.46,0,0
2026-05-11,P1027,0.1214,4908.4,0,0
2026-05-12,P1027,0.1172,4931.78,0,0
2026-05-13,P1027,0.0963,5048.31,0,1
2026-05-14,P1027,0.1268,4878.08,0,0
2026-05-15,P1027,0.1048,5001.09,0,0
2026-05-16,P1027,0.1489,4754.52,0,0
2026-05-17,P1027,0.109,4977.33,0,0
2026-05-18,P1027,0.1494,4751.75,0,0
2026-05-19,P1027,0.1291,4865.2,0,0
2026-05-20,P1027,0.1361,4826.23,0,0
2026-05-21,P1027,0.1343,4836.38,0,0
2026-05-22,P1027,0.1273,4875.5,0,1
2026-05-23,P1027,0.1188,4922.72,0,1
2026-05-24,P1027,0.1101,4971.22,0,0
2026-05-25,P1027,0.1035,5008.17,0,1
2026-05-26,P1027,0.1182,4926.07,0,0
2026-05-27,P1027,0.1172,4931.9,0,0
2026-05-28,P1027,0.0889,5089.98,0,0
2026-05-29,P1027,0.1106,4968.72,0,0
2026-05-30,P1027,0.1075,4985.82,0,0
2026-05-31,P1027,0.1064,4992.27,0,1
2026-06-01,P1027,0.1446,4778.6,0,0
2026-06-02,P1027,0.1292,4864.58,0,3
2026-06-03,P1027,0.132,4849.09,0,0
2026-06-04,P1027,0.1123,4959.34,0,1
2026-06-05,P1027,0.1045,5002.97,0,0
2026-06-06,P1027,0.1237,4895.38,0,1
2026-06-07,P1027,0.1367,4822.88,0,0
2026-06-08,P1027,0.1334,4841.52,0,0
2026-06-09,P1027,0.1324,4846.76,0,0
2026-06-10,P1027,0.1033,5009.46,0,0
2026-06-11,P1027,0.0997,5029.49,0,0
2026-06-12,P1027,0.1455,4773.95,0,0
2026-06-13,P1027,0.1339,4838.45,0,1
2026-06-14,P1027,0.1,5027.61,0,0
2026-06-15,P1027,0.1222,4903.73,0,0
2026-06-16,P1027,0.1204,4914.06,0,0
2026-06-17,P1027,0.1243,4891.84,0,2
2026-06-18,P1027,0.1351,4831.83,0,0
2026-06-19,P1027,0.1281,4870.98,0,2
2026-06-20,P1027,0.1191,4920.94,0,0
2026-06-21,P1027,0.1267,4878.56,0,0
2026-06-22,P1027,0.1256,4884.78,0,0
2026-06-23,P1027,0.1132,4954.14,0,1
2026-06-24,P1027,0.1109,4967.03,0,0
2026-06-25,P1027,0.1198,4917.17,0,0
2026-06-26,P1027,0.1111,4965.67,0,0
2026-06-27,P1027,0.1121,4960.26,0,0
2026-06-28,P1027,0.1195,4918.81,0,0
2026-06-29,P1027,0.1399,4804.92,0,0
2026-06-30,P1027,0.1194,4919.65,0,1
2026-07-01,P1027,0.145,4776.66,0,2
2026-07-02,P1027,0.1218,4906.13,0,0
2026-07-03,P1027,0.0891,5088.59,0,0
2026-07-04,P1027,0.1398,4805.67,0,0
2026-07-05,P1027,0.1124,4958.45,0,0
2026-07-06,P1027,0.1063,4992.83,0,0
2026-07-07,P1027,0.1424,4790.74,0,1
2026-07-08,P1027,0.1382,4814.67,0,0
2026-07-09,P1027,0.1118,4961.84,0,0
2026-07-10,P1027,0.1122,4959.76,0,1
2026-07-11,P1027,0.1112,4965.48,0,1
2026-07-12,P1027,0.1097,4973.53,0,0
2026-07-13,P1027,0.1383,4813.79,0,1
2026-07-14,P1027,0.1302,4859.28,0,2
2026-03-17,P1028,0.1515,50079.42,0,0
2026-03-18,P1028,0.1756,48653.35,0,0
2026-03-19,P1028,0.1673,49146.84,0,0
2026-03-20,P1028,0.1795,48422.46,0,0
2026-03-21,P1028,0.1783,48494.15,0,0
2026-03-22,P1028,0.1538,49941.26,0,0
2026-03-23,P1028,0.1495,50193.04,0,0
2026-03-24,P1028,0.1211,51872.4,0,0
2026-03-25,P1028,0.1563,49796.69,0,0
2026-03-26,P1028,0.1544,49906.18,0,0
2026-03-27,P1028,0.1609,49521.71,0,0
2026-03-28,P1028,0.1804,48370.47,0,0
2026-03-29,P1028,0.1531,49984.21,0,0
2026-03-30,P1028,0.1519,50056.06,0,0
2026-03-31,P1028,0.1638,49349.33,0,0
2026-04-01,P1028,0.1534,49963.41,0,0
2026-04-02,P1028,0.1493,50205.16,0,0
2026-04-03,P1028,0.1448,50475.38,0,0
2026-04-04,P1028,0.156,49814.14,0,1
2026-04-05,P1028,0.1525,50020.27,0,1
2026-04-06,P1028,0.1483,50266.29,0,0
2026-04-07,P1028,0.1569,49755.72,0,0
2026-04-08,P1028,0.1426,50602.74,0,0
2026-04-09,P1028,0.1685,49074.63,0,0
2026-04-10,P1028,0.1692,49035.07,0,1
2026-04-11,P1028,0.1565,49781.48,0,1
2026-04-12,P1028,0.1705,48958.7,0,0
2026-04-13,P1028,0.164,49339.04,0,0
2026-04-14,P1028,0.1615,49488.55,0,0
2026-04-15,P1028,0.1736,48774.49,0,0
2026-04-16,P1028,0.1782,48501.61,0,0
2026-04-17,P1028,0.1625,49428.82,0,0
2026-04-18,P1028,0.1937,47588.98,0,0
2026-04-19,P1028,0.1569,49761.09,0,0
2026-04-20,P1028,0.1482,50274.7,0,1
2026-04-21,P1028,0.1556,49837.79,0,0
2026-04-22,P1028,0.1631,49391.45,0,0
2026-04-23,P1028,0.1465,50370.46,0,0
2026-04-24,P1028,0.1535,49959.34,0,0
2026-04-25,P1028,0.1688,49053.8,0,0
2026-04-26,P1028,0.1573,49732.93,0,1
2026-04-27,P1028,0.1367,50952.56,0,0
2026-04-28,P1028,0.1559,49817.11,0,0
2026-04-29,P1028,0.1511,50101.39,0,0
2026-04-30,P1028,0.1432,50568.35,0,2
2026-05-01,P1028,0.1522,50035.17,0,0
2026-05-02,P1028,0.1613,49499.54,0,1
2026-05-03,P1028,0.1394,50789.35,0,0
2026-05-04,P1028,0.1546,49894.2,0,0
2026-05-05,P1028,0.1575,49720.66,0,1
2026-05-06,P1028,0.1593,49616.36,0,0
2026-05-07,P1028,0.165,49283.38,0,0
2026-05-08,P1028,0.1475,50312.18,0,1
2026-05-09,P1028,0.1694,49022.65,0,2
2026-05-10,P1028,0.1492,50215.54,0,0
2026-05-11,P1028,0.1522,50038.7,0,0
2026-05-12,P1028,0.1556,49833.8,0,0
2026-05-13,P1028,0.1747,48707.38,0,0
2026-05-14,P1028,0.1359,50999.79,0,0
2026-05-15,P1028,0.163,49399.69,0,0
2026-05-16,P1028,0.1666,49189.04,0,0
2026-05-17,P1028,0.1858,48051.85,0,0
2026-05-18,P1028,0.1647,49295.86,0,0
2026-05-19,P1028,0.1492,50215.45,0,0
2026-05-20,P1028,0.1611,49512.36,0,0
2026-05-21,P1028,0.1539,49936.57,0,0
2026-05-22,P1028,0.1488,50238.26,0,0
2026-05-23,P1028,0.1632,49383.88,0,0
2026-05-24,P1028,0.1695,49012.89,0,1
2026-05-25,P1028,0.1477,50303.19,0,0
2026-05-26,P1028,0.1459,50406.67,0,2
2026-05-27,P1028,0.1569,49756.59,0,0
2026-05-28,P1028,0.1502,50154.57,0,0
2026-05-29,P1028,0.1682,49089.57,0,0
2026-05-30,P1028,0.1756,48653.96,0,0
2026-05-31,P1028,0.166,49223.66,0,1
2026-06-01,P1028,0.1551,49867.1,0,0
2026-06-02,P1028,0.1611,49512.85,0,0
2026-06-03,P1028,0.1563,49794.53,0,0
2026-06-04,P1028,0.1708,48936.79,0,0
2026-06-05,P1028,0.1693,49027.68,0,1
2026-06-06,P1028,0.1687,49063.43,0,1
2026-06-07,P1028,0.1592,49625.15,0,0
2026-06-08,P1028,0.1708,48940.31,0,0
2026-06-09,P1028,0.1514,50085.32,0,1
2026-06-10,P1028,0.3704,37161.0,1,0
2026-06-11,P1028,0.426,33877.55,1,0
2026-06-12,P1028,0.3352,39238.22,1,0
2026-06-13,P1028,0.4573,32026.8,1,0
